,SampleID,PlotName,Site,TrapName,Species,BiomassSum,Year,N,N_dec,P,P_dec,K,Mg,Ca,C,C_dec,Qty_C,Qty_N,Qty_P,Molar_C,Molar_N,Molar_P,CNRatio,CPRatio,NPRatio
501,TN_N9_BEPA,TNNP North+N9,TN,N9,BEPA,206.2594335,2017,1.98,0.0198,0.123,0.00123,0.82,0.17,0.39,50.4,0.504,0.259141853,0.010180573,0.00063243,0.021575916,0.000726836,2.04E-05,29.68471295,1056.698431,35.59739428
502,UNI_A1_ACRU,Unicorn+A1,UNI,A1,ACRU,837.4609834,2017,1.69,0.0169,0.121,0.00121,1.07,0.13,0.34,49.8,0.498,1.039649931,0.035281293,0.002526057,0.086560311,0.002518887,8.16E-05,34.3645092,1061.376848,30.88584335
503,UNI_A7_ABBA,Unicorn+A7,UNI,A7,ABBA,40.54739948,2017,1.13,0.0113,0.087,0.00087,0.64,0.11,0.38,53,0.53,0.053571287,0.00114218,8.79E-05,0.004460297,8.15E-05,2.84E-06,54.69717968,1571.021956,28.7221748
504,UNI_A7_ACRU,Unicorn+A7,UNI,A7,ACRU,180.1917912,2017,1.92,0.0192,0.125,0.00125,1.34,0.15,0.3,49.9,0.499,0.224144843,0.008624411,0.000561485,0.018662097,0.000615735,1.81E-05,30.30866618,1029.475867,33.9663864
505,UNI_C12_ACRU,Unicorn+C12,UNI,C12,ACRU,112.8842828,2017,1.78,0.0178,0.128,0.00128,0.95,0.2,0.46,49.5,0.495,0.13929383,0.00500895,0.000360194,0.011597478,0.000357611,1.16E-05,32.43042978,997.2886279,30.75163156
506,UNI_C6_ABBA,Unicorn+C6,UNI,C6,ABBA,4.243080326,2017,0.98,0.0098,0.106,0.00106,0.57,0.16,0.29,53.3,0.533,0.005637696,0.000103657,1.12E-05,0.000469389,7.40E-06,3.62E-07,63.42619243,1296.722305,20.44458694
507,UNI_C6_BEPA,Unicorn+C6,UNI,C6,BEPA,1.912887853,2017,1.88,0.0188,0.216,0.00216,2.06,0.27,0.33,49.2,0.492,0.002346107,8.96E-05,1.03E-05,0.000195335,6.40E-06,3.33E-07,30.51931354,587.4041211,19.24696374
508,UNI_C6_VAAN,Unicorn+C6,UNI,C6,VAAN,107.0570621,2017,1.5,0.015,0.084,0.00084,0.42,0.16,0.38,51.9,0.519,0.138508327,0.004003131,0.000224175,0.011532078,0.000285801,7.24E-06,40.35000624,1593.359262,39.48845145
509,UNI_F11_ACRU,Unicorn+F11,UNI,F11,ACRU,4398.488039,2017,1.81,0.0181,0.105,0.00105,0.81,0.17,0.49,50.5,0.505,5.53717178,0.198461008,0.011512931,0.461019906,0.014169005,0.000371699,32.53721003,1240.302778,38.11951846
510,UNI_F3_ABBA,Unicorn+F3,UNI,F3,ABBA,75.82475139,2017,1.07,0.0107,0.103,0.00103,0.6,0.1,0.28,52.2,0.522,0.098667631,0.002022497,0.000194689,0.008214978,0.000144395,6.29E-06,56.89239711,1306.949828,22.97231078
511,UNI_F3_ACRU,Unicorn+F3,UNI,F3,ACRU,48.3369734,2017,1.3,0.013,0.097,0.00097,0.65,0.19,0.57,50.4,0.504,0.060729988,0.001566448,0.000116881,0.005056324,0.000111836,3.77E-06,45.21210126,1339.937186,29.63669346
512,UNI_F3_BEPA,Unicorn+F3,UNI,F3,BEPA,5.250281449,2017,1.88,0.0188,0.107,0.00107,0.65,0.28,0.59,49.5,0.495,0.006478597,0.000246056,1.40E-05,0.000539402,1.76E-05,4.52E-07,30.70540692,1193.018172,38.85368381
513,UNI_F3_VAAN,Unicorn+F3,UNI,F3,VAAN,2174.089114,2017,1.53,0.0153,0.077,0.00077,0.4,0.11,0.31,51.6,0.516,2.796534919,0.082920512,0.004173124,0.232836964,0.005920061,0.000134731,39.3301659,1728.162647,43.93987688
514,UNI_I12_ACRU,Unicorn+I12,UNI,I12,ACRU,1047.13816,2017,1.64,0.0164,0.085,0.00085,0.75,0.17,0.43,50.3,0.503,1.313001357,0.042809587,0.00221879,0.109319303,0.003056365,7.16E-05,35.7677519,1526.07085,42.66611036
515,UNI_I12_BEPA,Unicorn+I12,UNI,I12,BEPA,70.09188113,2017,1.89,0.0189,0.105,0.00105,1.25,0.19,0.44,50.8,0.508,0.0887615,0.003302347,0.000183464,0.007390202,0.000235769,5.92E-06,31.34508238,1247.670914,39.80435906
516,UNI_I12_VAAN,Unicorn+I12,UNI,I12,VAAN,390.0858232,2017,1.21,0.0121,0.068,0.00068,0.37,0.13,0.35,51.7,0.517,0.502740547,0.011766268,0.000661245,0.041857722,0.000840046,2.13E-05,49.82791102,1960.682479,39.34908044
517,UNI_L14_BEPA,Unicorn+L14,UNI,L14,BEPA,107.8297235,2017,2.05,0.0205,0.151,0.00151,0.98,0.23,0.4,50,0.5,0.134400752,0.005510431,0.00040589,0.011190085,0.000393414,1.31E-05,28.44354028,853.9229673,30.02168362
518,UNI_L6_ABBA,Unicorn+L6,UNI,L6,ABBA,3.432950192,2017,0.89,0.0089,0.055,0.00055,0.47,0.1,0.77,53.3,0.533,0.004561292,7.62E-05,4.71E-06,0.000379769,5.44E-06,1.52E-07,69.84007705,2499.137534,35.78371673
519,UNI_L6_ACRU,Unicorn+L6,UNI,L6,ACRU,150.0230735,2017,1.58,0.0158,0.078,0.00078,0.62,0.22,0.63,49.8,0.498,0.186243277,0.005908923,0.000291706,0.015506447,0.000421864,9.42E-06,36.75697503,1646.494854,44.79407928
520,UNI_L6_BEPA,Unicorn+L6,UNI,L6,BEPA,35.43926698,2017,1.53,0.0153,0.097,0.00097,0.96,0.14,0.28,51.5,0.515,0.045497252,0.001351666,8.57E-05,0.00378806,9.65E-05,2.77E-06,39.25394464,1369.181846,34.88010845
521,UNI_L6_VAAN,Unicorn+L6,UNI,L6,VAAN,2.407990407,2017,1.23,0.0123,0.086,0.00086,0.43,0.12,0.33,51.8,0.518,0.003109408,7.38E-05,5.16E-06,0.000258886,5.27E-06,1.67E-07,49.11251289,1553.305736,31.6274946
522,UNI_N7_ABBA,Unicorn+N7,UNI,N7,ABBA,13.42975027,2017,0.9,0.009,0.056,0.00056,0.43,0.12,0.41,53.1,0.531,0.017776885,0.000301303,1.87E-05,0.001480087,2.15E-05,6.05E-07,68.80492394,2445.299908,35.5396063
523,UNI_N7_ACRU,Unicorn+N7,UNI,N7,ACRU,25.83964595,2017,1.49,0.0149,0.081,0.00081,0.77,0.16,0.52,50.5,0.505,0.032529032,0.000959767,5.22E-05,0.002708338,6.85E-05,1.68E-06,39.52506722,1607.799898,40.67798011
524,UNI_N7_VAAN,Unicorn+N7,UNI,N7,VAAN,80.61971293,2017,1.32,0.0132,0.068,0.00068,0.36,0.09,0.34,51.9,0.519,0.104304203,0.002652824,0.000136661,0.008684273,0.000189397,4.41E-06,45.85227982,1968.267324,42.92626957
